ID,ImageHeight,ImageWidth
1004_G1_3,2048,2048
1004_G4_1,2048,2048
1004_G4_2,2048,2048
1004_G7_1,2048,2048
1004_G7_2,2048,2048
1004_G9_1,2048,2048
1004_G9_2,2048,2048
1004_H3_2,2048,2048
1004_H3_3,2048,2048
1004_H5_1,2048,2048
1004_H5_2,2048,2048
1004_H6_3,2048,2048
1004_H6_4,2048,2048
1004_H9_2,2048,2048
1004_H9_3,2048,2048
1005_A12_1,2048,2048
1005_A12_2,2048,2048
1005_A1_1,2048,2048
1005_A1_2,2048,2048
1005_A7_1,2048,2048
1005_A7_2,2048,2048
1005_B10_1,2048,2048
1005_B10_2,2048,2048
1005_B11_1,2048,2048
1005_B11_2,2048,2048
1005_B1_1,2048,2048
1005_B1_2,2048,2048
1005_B2_1,2048,2048
1005_B2_2,2048,2048
1005_B4_1,2048,2048
1005_B4_2,2048,2048
1005_B5_1,2048,2048
1005_B5_2,2048,2048
1005_B6_1,2048,2048
1005_B6_2,2048,2048
1005_C1_1,2048,2048
1005_C1_2,2048,2048
1005_C6_1,2048,2048
1005_C6_2,2048,2048
1005_C9_3,2048,2048
1005_D10_1,2048,2048
1005_D10_2,2048,2048
1005_D11_1,2048,2048
1005_D11_2,2048,2048
1005_D12_1,2048,2048
1005_D12_2,2048,2048
1005_D8_1,2048,2048
1005_D8_2,2048,2048
1005_E1_1,2048,2048
1005_E1_2,2048,2048
1005_E5_1,2048,2048
1005_E5_2,2048,2048
1005_E8_3,2048,2048
1005_E8_4,2048,2048
1005_F10_1,2048,2048
1005_F10_2,2048,2048
1005_F1_1,2048,2048
1005_F1_2,2048,2048
1005_F4_1,2048,2048
1005_F4_2,2048,2048
1005_F8_1,2048,2048
1005_F8_2,2048,2048
1005_G2_1,2048,2048
1005_G2_2,2048,2048
1005_G8_3,2048,2048
1005_G8_4,2048,2048
1005_G9_1,2048,2048
1005_G9_2,2048,2048
1006_A11_1,2048,2048
1006_A11_2,2048,2048
1006_A1_1,2048,2048
1006_A1_2,2048,2048
1006_A5_3,2048,2048
1006_A6_1,2048,2048
1006_A6_2,2048,2048
1006_A7_1,2048,2048
1006_A7_4,2048,2048
1006_A9_2,2048,2048
1006_A9_4,2048,2048
1006_B10_1,2048,2048
1006_B10_2,2048,2048
1006_B3_3,2048,2048
1006_B3_4,2048,2048
1006_B6_1,2048,2048
1006_B6_3,2048,2048
1006_B8_1,2048,2048
1006_B8_2,2048,2048
1006_C10_2,2048,2048
1006_C10_3,2048,2048
1006_C11_1,2048,2048
1006_C11_3,2048,2048
1006_C12_1,2048,2048
1006_C12_2,2048,2048
1006_C7_1,2048,2048
1006_C7_2,2048,2048
1006_D3_1,2048,2048
1006_D3_3,2048,2048
1006_D6_1,2048,2048
1006_D6_2,2048,2048
1006_D9_1,2048,2048
1006_D9_2,2048,2048
1006_E11_1,2048,2048
1006_E11_2,2048,2048
1006_E12_1,2048,2048
1006_E12_9,2048,2048
1006_E1_1,2048,2048
1006_E1_2,2048,2048
1006_E2_1,2048,2048
1006_E2_2,2048,2048
1006_E3_1,2048,2048
1006_E3_2,2048,2048
1006_E9_1,2048,2048
1006_E9_2,2048,2048
1006_F2_1,2048,2048
1006_F2_2,2048,2048
1006_F7_2,2048,2048
1006_F7_4,2048,2048
1006_G12_1,2048,2048
1006_G12_3,2048,2048
1006_G1_1,2048,2048
1006_G1_2,2048,2048
1006_G2_1,2048,2048
1006_G2_2,2048,2048
1006_G6_1,2048,2048
1006_G6_2,2048,2048
1006_G7_2,2048,2048
1006_G7_3,2048,2048
1006_H2_2,2048,2048
1006_H3_1,2048,2048
1006_H3_2,2048,2048
1006_H4_1,2048,2048
1006_H4_2,2048,2048
1006_H7_1,2048,2048
1006_H7_4,2048,2048
1009_A3_1,2048,2048
1009_A3_2,2048,2048
1009_B10_2,2048,2048
1009_B10_3,2048,2048
1009_B11_2,2048,2048
1009_B1_1,2048,2048
1009_B1_2,2048,2048
1009_B2_2,2048,2048
1009_B2_3,2048,2048
1009_B4_10,2048,2048
1009_B4_7,2048,2048
1009_B5_1,2048,2048
1009_B5_2,2048,2048
1009_B6_2,2048,2048
1009_B7_1,2048,2048
1009_B7_2,2048,2048
1009_C11_1,2048,2048
1009_C11_4,2048,2048
1009_C12_5,2048,2048
1009_C12_8,2048,2048
1009_C5_2,2048,2048
1009_C5_3,2048,2048
1009_C6_1,2048,2048
1009_C6_2,2048,2048
1009_C8_1,2048,2048
1009_C8_2,2048,2048
1009_D3_1,2048,2048
1009_D3_4,2048,2048
1009_D4_2,2048,2048
1009_D4_3,2048,2048
1009_D5_1,2048,2048
1009_D6_4,2048,2048
1009_D6_7,2048,2048
1009_D9_1,2048,2048
1009_D9_2,2048,2048
1009_E12_1,2048,2048
1009_E12_2,2048,2048
1009_E3_1,2048,2048
1009_E3_2,2048,2048
1009_E4_6,2048,2048
1009_E4_7,2048,2048
1009_E7_2,2048,2048
1009_E7_5,2048,2048
1009_F10_1,2048,2048
1009_F10_2,2048,2048
1009_F11_1,2048,2048
1009_F11_2,2048,2048
1009_F2_1,2048,2048
1009_F2_5,2048,2048
1009_F4_10,2048,2048
1009_F4_11,2048,2048
1009_F6_1,2048,2048
1009_F6_2,2048,2048
1009_F7_2,2048,2048
1009_F8_3,2048,2048
1009_F8_4,2048,2048
1009_G10_1,2048,2048
1009_G10_2,2048,2048
1009_G1_7,2048,2048
1009_G1_8,2048,2048
1009_G5_1,2048,2048
1009_G5_2,2048,2048
1009_H4_1,2048,2048
1009_H4_2,2048,2048
100_A1_1,1728,1728
100_A1_2,1728,1728
100_A3_1,1728,1728
100_A3_2,1728,1728
100_A4_1,1728,1728
100_A4_2,1728,1728
100_A6_1,1728,1728
100_A6_2,1728,1728
100_A9_1,1728,1728
100_A9_2,1728,1728
100_B11_1,1728,1728
100_B11_2,1728,1728
100_B1_1,1728,1728
100_B1_2,1728,1728
100_B2_1,1728,1728
100_B2_2,1728,1728
100_B8_1,1728,1728
100_B8_2,1728,1728
100_B9_1,1728,1728
100_B9_2,1728,1728
100_C10_1,1728,1728
100_C10_2,1728,1728
100_C2_1,1728,1728
100_C2_2,1728,1728
100_C8_1,1728,1728
100_C8_2,1728,1728
100_C9_1,1728,1728
100_C9_2,1728,1728
100_D12_1,1728,1728
100_D12_2,1728,1728
100_D1_1,1728,1728
100_D1_2,1728,1728
100_D2_1,1728,1728
100_D2_2,1728,1728
100_D6_1,1728,1728
100_D6_2,1728,1728
100_E2_1,1728,1728
100_E2_2,1728,1728
100_E4_1,1728,1728
100_E4_2,1728,1728
100_E5_1,1728,1728
100_E5_2,1728,1728
100_E7_1,1728,1728
100_E7_2,1728,1728
100_F1_1,1728,1728
100_F1_2,1728,1728
100_F2_1,1728,1728
100_F2_2,1728,1728
100_F5_1,1728,1728
100_F5_2,1728,1728
100_G10_1,1728,1728
100_G10_2,1728,1728
100_G5_1,1728,1728
100_G5_2,1728,1728
100_G7_1,1728,1728
100_G7_2,1728,1728
100_H2_1,1728,1728
100_H2_2,1728,1728
100_H3_1,1728,1728
100_H3_2,1728,1728
100_H4_1,1728,1728
100_H4_2,1728,1728
100_H5_1,1728,1728
100_H5_2,1728,1728
100_H6_1,1728,1728
100_H6_2,1728,1728
1010_A11_4,2048,2048
1010_A11_5,2048,2048
1010_A7_2,2048,2048
1010_A7_3,2048,2048
1010_B12_1,2048,2048
1010_B12_2,2048,2048
1010_C4_1,2048,2048
1010_C4_2,2048,2048
1010_D4_3,2048,2048
1010_D4_4,2048,2048
1010_E1_1,2048,2048
1010_E1_2,2048,2048
1010_E2_1,2048,2048
1010_E5_1,2048,2048
1010_E5_2,2048,2048
1010_E6_2,2048,2048
1010_E6_3,2048,2048
1010_E7_1,2048,2048
1010_E7_2,2048,2048
1010_F5_1,2048,2048
1010_F5_2,2048,2048
1010_F7_2,2048,2048
1010_F7_3,2048,2048
1010_G2_1,2048,2048
1010_G2_3,2048,2048
1010_G6_3,2048,2048
1010_G6_4,2048,2048
1010_H10_1,2048,2048
1010_H10_2,2048,2048
1010_H1_1,2048,2048
1010_H1_2,2048,2048
1010_H2_2,2048,2048
1010_H2_3,2048,2048
1010_H5_1,2048,2048
1010_H5_2,2048,2048
1011_A11_4,2048,2048
1011_A11_5,2048,2048
1011_A1_1,2048,2048
1011_A1_6,2048,2048
1011_A5_6,2048,2048
1011_A5_7,2048,2048
1011_A6_6,2048,2048
1011_A6_8,2048,2048
1011_A7_3,2048,2048
1011_A7_5,2048,2048
1011_A9_2,2048,2048
1011_A9_6,2048,2048
1011_B10_1,2048,2048
1011_B10_5,2048,2048
1011_B6_2,2048,2048
1011_B6_7,2048,2048
1011_B8_4,2048,2048
1011_B8_7,2048,2048
1011_C10_3,2048,2048
1011_C10_8,2048,2048
1011_C11_6,2048,2048
1011_C11_8,2048,2048
1011_C12_3,2048,2048
1011_C12_4,2048,2048
1011_C7_3,2048,2048
1011_C7_4,2048,2048
1011_D3_4,2048,2048
1011_D3_8,2048,2048
1011_D4_1,2048,2048
1011_D4_2,2048,2048
1011_D6_1,2048,2048
1011_D6_2,2048,2048
1011_D9_2,2048,2048
1011_D9_4,2048,2048
1011_E11_2,2048,2048
1011_E11_8,2048,2048
1011_E12_2,2048,2048
1011_E12_5,2048,2048
1011_E1_1,2048,2048
1011_E1_2,2048,2048
1011_E2_1,2048,2048
1011_E2_2,2048,2048
1011_E3_3,2048,2048
1011_E3_4,2048,2048
1011_E7_10,2048,2048
1011_E7_11,2048,2048
1011_E9_4,2048,2048
1011_F4_1,2048,2048
1011_F4_4,2048,2048
1011_G12_1,2048,2048
1011_G12_3,2048,2048
1011_G1_1,2048,2048
1011_G1_2,2048,2048
1011_G2_3,2048,2048
1011_G2_9,2048,2048
1011_G3_3,2048,2048
1011_G3_5,2048,2048
1011_G4_5,2048,2048
1011_G4_6,2048,2048
1011_G6_1,2048,2048
1011_G6_7,2048,2048
1011_G7_1,2048,2048
1011_G7_3,2048,2048
1011_G8_3,2048,2048
1011_G8_5,2048,2048
1011_H11_2,2048,2048
1011_H11_3,2048,2048
1011_H2_12,2048,2048
1011_H2_5,2048,2048
1011_H3_1,2048,2048
1011_H3_3,2048,2048
1011_H7_2,2048,2048
1011_H7_6,2048,2048
1013_A11_3,2048,2048
1013_A11_4,2048,2048
1013_B10_10,2048,2048
1013_B10_11,2048,2048
1013_B12_2,2048,2048
1013_B12_3,2048,2048
1013_B1_7,2048,2048
1013_B1_9,2048,2048
1013_B3_5,2048,2048
1013_B3_6,2048,2048
1013_C10_3,2048,2048
1013_C10_4,2048,2048
1013_C1_4,2048,2048
1013_C1_5,2048,2048
1013_C6_1,2048,2048
1013_C6_2,2048,2048
1013_D11_1,2048,2048
1013_D11_2,2048,2048
1013_D3_1,2048,2048
1013_D3_2,2048,2048
1013_D9_1,2048,2048
1013_D9_2,2048,2048
1013_E11_1,2048,2048
1013_E11_2,2048,2048
1013_E3_1,2048,2048
1013_E3_2,2048,2048
1013_E7_1,2048,2048
1013_E7_2,2048,2048
1013_E8_1,2048,2048
1013_E8_2,2048,2048
1013_E9_1,2048,2048
1013_E9_2,2048,2048
1013_F10_4,2048,2048
1013_F10_5,2048,2048
1013_F2_2,2048,2048
1013_F2_3,2048,2048
1013_F5_2,2048,2048
1013_F5_3,2048,2048
1013_G10_1,2048,2048
1013_G10_2,2048,2048
1013_G2_8,2048,2048
1013_G2_9,2048,2048
1013_G9_1,2048,2048
1013_G9_2,2048,2048
1013_H10_1,2048,2048
1013_H10_2,2048,2048
1013_H1_1,2048,2048
1013_H1_2,2048,2048
1013_H5_1,2048,2048
1013_H5_2,2048,2048
1013_H6_4,2048,2048
1013_H6_5,2048,2048
1014_A11_1,2048,2048
1014_A11_2,2048,2048
1014_A7_1,2048,2048
1014_A7_2,2048,2048
1014_B12_1,2048,2048
1014_B12_6,2048,2048
1014_B9_1,2048,2048
1014_B9_2,2048,2048
1014_C4_1,2048,2048
1014_C4_2,2048,2048
1014_D4_1,2048,2048
1014_D4_2,2048,2048
1014_E1_1,2048,2048
1014_E1_2,2048,2048
1014_E2_2,2048,2048
1014_E5_1,2048,2048
1014_E5_2,2048,2048
1014_E6_1,2048,2048
1014_E6_2,2048,2048
1014_E7_1,2048,2048
1014_E7_7,2048,2048
1014_F5_1,2048,2048
1014_F5_2,2048,2048
1014_F7_1,2048,2048
1014_F7_2,2048,2048
1014_G2_1,2048,2048
1014_G2_2,2048,2048
1014_G6_1,2048,2048
1014_G6_2,2048,2048
1014_H10_1,2048,2048
1014_H10_2,2048,2048
1014_H2_1,2048,2048
1014_H2_2,2048,2048
1014_H5_1,2048,2048
1014_H5_2,2048,2048
1015_A12_1,2048,2048
1015_A12_2,2048,2048
1015_A1_7,2048,2048
1015_A1_8,2048,2048
1015_A7_3,2048,2048
1015_A7_6,2048,2048
1015_B11_2,2048,2048
1015_B11_3,2048,2048
1015_B1_1,2048,2048
1015_B1_2,2048,2048
1015_B2_2,2048,2048
1015_B2_3,2048,2048
1015_B4_1,2048,2048
1015_B4_2,2048,2048
1015_B5_1,2048,2048
1015_B5_3,2048,2048
1015_C1_1,2048,2048
1015_C1_2,2048,2048
1015_C6_2,2048,2048
1015_C6_3,2048,2048
1015_C7_6,2048,2048
1015_C7_7,2048,2048
1015_C9_3,2048,2048
1015_C9_6,2048,2048
1015_D10_1,2048,2048
1015_D10_2,2048,2048
1015_D11_10,2048,2048
1015_D11_9,2048,2048
1015_D12_1,2048,2048
1015_D12_2,2048,2048
1015_D1_2,2048,2048
1015_D1_3,2048,2048
1015_D7_1,2048,2048
1015_D7_2,2048,2048
1015_D8_1,2048,2048
1015_D8_2,2048,2048
1015_E1_1,2048,2048
1015_E1_3,2048,2048
1015_E5_3,2048,2048
1015_E5_5,2048,2048
1015_E8_1,2048,2048
1015_E8_2,2048,2048
1015_F10_1,2048,2048
1015_F10_2,2048,2048
1015_F4_2,2048,2048
1015_F4_3,2048,2048
1015_F8_6,2048,2048
1015_F8_7,2048,2048
1015_G2_1,2048,2048
1015_G2_2,2048,2048
1015_G6_2,2048,2048
1015_G6_4,2048,2048
1015_G8_2,2048,2048
1015_G8_3,2048,2048
1015_G9_1,2048,2048
1015_G9_2,2048,2048
1016_A10_1,2048,2048
1016_A10_2,2048,2048
1016_A11_1,2048,2048
1016_A11_2,2048,2048
1016_A12_1,2048,2048
1016_A12_3,2048,2048
1016_A5_1,2048,2048
1016_A6_2,2048,2048
1016_A6_4,2048,2048
1016_B11_2,2048,2048
1016_B11_5,2048,2048
1016_B9_1,2048,2048
1016_B9_3,2048,2048
1016_C12_3,2048,2048
1016_C3_1,2048,2048
1016_C3_2,2048,2048
1016_C4_1,2048,2048
1016_C4_2,2048,2048
1016_C6_1,2048,2048
1016_C6_2,2048,2048
1016_D4_1,2048,2048
1016_D4_2,2048,2048
1016_D9_1,2048,2048
1016_D9_2,2048,2048
1016_E11_1,2048,2048
1016_E11_2,2048,2048
1016_E3_1,2048,2048
1016_E3_2,2048,2048
1016_E4_3,2048,2048
1016_E4_5,2048,2048
1016_E6_1,2048,2048
1016_E6_2,2048,2048
1016_F2_2,2048,2048
1016_F2_4,2048,2048
1016_F7_1,2048,2048
1016_F7_2,2048,2048
1016_G10_2,2048,2048
1016_G10_3,2048,2048
1016_G12_1,2048,2048
1016_G12_2,2048,2048
1016_G4_1,2048,2048
1016_G4_2,2048,2048
1016_G5_1,2048,2048
1016_G5_2,2048,2048
1016_H8_1,2048,2048
1016_H8_2,2048,2048
1017_A11_3,2048,2048
1017_A11_6,2048,2048
1017_B10_1,2048,2048
1017_B10_2,2048,2048
1017_B12_1,2048,2048
1017_B12_2,2048,2048
1017_B1_1,2048,2048
1017_B1_2,2048,2048
1017_B3_1,2048,2048
1017_B3_2,2048,2048
1017_C10_2,2048,2048
1017_C10_3,2048,2048
1017_C12_2,2048,2048
1017_C12_3,2048,2048
1017_C6_1,2048,2048
1017_C6_2,2048,2048
1017_D11_1,2048,2048
1017_D11_2,2048,2048
1017_D3_1,2048,2048
1017_D3_2,2048,2048
1017_D9_1,2048,2048
1017_D9_2,2048,2048
1017_E11_3,2048,2048
1017_E11_6,2048,2048
1017_E3_1,2048,2048
1017_E3_2,2048,2048
1017_E7_1,2048,2048
1017_E7_2,2048,2048
1017_E8_1,2048,2048
1017_E8_2,2048,2048
1017_E9_2,2048,2048
1017_E9_3,2048,2048
1017_F10_1,2048,2048
1017_F10_2,2048,2048
1017_F2_3,2048,2048
1017_F2_4,2048,2048
1017_F5_1,2048,2048
1017_F5_2,2048,2048
1017_F8_3,2048,2048
1017_F8_5,2048,2048
1017_G10_2,2048,2048
1017_G10_3,2048,2048
1017_G2_1,2048,2048
1017_G2_2,2048,2048
1017_G5_1,2048,2048
1017_G5_2,2048,2048
1017_G9_1,2048,2048
1017_G9_2,2048,2048
1017_H10_1,2048,2048
1017_H10_2,2048,2048
1017_H1_2,2048,2048
1017_H1_3,2048,2048
1017_H5_1,2048,2048
1017_H5_2,2048,2048
1018_A3_2,2048,2048
1018_A3_7,2048,2048
1018_A6_1,2048,2048
1018_A6_3,2048,2048
1018_A8_1,2048,2048
1018_A8_2,2048,2048
1018_B11_1,2048,2048
1018_B11_3,2048,2048
1018_B12_1,2048,2048
1018_B12_2,2048,2048
1018_B1_4,2048,2048
1018_B1_6,2048,2048
1018_B2_4,2048,2048
1018_B2_5,2048,2048
1018_C12_1,2048,2048
1018_C12_2,2048,2048
1018_C3_1,2048,2048
1018_C3_2,2048,2048
1018_C5_1,2048,2048
1018_C5_2,2048,2048
1018_C7_2,2048,2048
1018_C7_3,2048,2048
1018_D5_1,2048,2048
1018_D5_4,2048,2048
1018_D8_4,2048,2048
1018_D8_5,2048,2048
1018_E10_2,2048,2048
1018_E10_3,2048,2048
1018_E12_1,2048,2048
1018_E12_2,2048,2048
1018_E1_1,2048,2048
1018_E1_2,2048,2048
1018_E3_1,2048,2048
1018_E3_2,2048,2048
1018_E4_3,2048,2048
1018_E4_6,2048,2048
1018_E9_1,2048,2048
1018_E9_2,2048,2048
1018_F5_1,2048,2048
1018_F5_2,2048,2048
1018_F7_1,2048,2048
1018_F7_2,2048,2048
1018_G12_13,2048,2048
1018_G12_6,2048,2048
1018_G4_2,2048,2048
1018_G4_4,2048,2048
1018_G7_1,2048,2048
1018_G7_2,2048,2048
1018_H2_1,2048,2048
1018_H2_4,2048,2048
1018_H4_4,2048,2048
1018_H4_5,2048,2048
1018_H9_1,2048,2048
1018_H9_2,2048,2048
1019_A10_1,2048,2048
1019_A10_2,2048,2048
1019_A6_1,2048,2048
1019_A6_2,2048,2048
1019_A8_5,2048,2048
1019_A8_6,2048,2048
1019_A9_1,2048,2048
1019_A9_2,2048,2048
1019_B12_1,2048,2048
1019_B12_2,2048,2048
1019_B4_1,2048,2048
1019_B4_2,2048,2048
1019_B8_1,2048,2048
1019_B8_2,2048,2048
1019_C2_1,2048,2048
1019_C2_2,2048,2048
1019_C4_1,2048,2048
1019_C4_2,2048,2048
1019_C6_2,2048,2048
1019_C6_3,2048,2048
1019_C8_1,2048,2048
1019_C8_2,2048,2048
1019_C9_1,2048,2048
1019_C9_2,2048,2048
1019_D7_2,2048,2048
1019_D7_3,2048,2048
1019_D9_5,2048,2048
1019_D9_6,2048,2048
1019_E1_1,2048,2048
1019_E1_2,2048,2048
1019_E2_3,2048,2048
1019_E2_4,2048,2048
1019_E4_1,2048,2048
1019_E4_2,2048,2048
1019_E8_1,2048,2048
1019_E8_2,2048,2048
1019_F10_1,2048,2048
1019_F10_2,2048,2048
1019_F1_1,2048,2048
1019_F1_2,2048,2048
1019_F8_5,2048,2048
1019_F8_7,2048,2048
1019_G11_1,2048,2048
1019_G11_2,2048,2048
1019_G12_1,2048,2048
1019_G12_2,2048,2048
1019_G4_1,2048,2048
1019_G4_2,2048,2048
1019_G6_2,2048,2048
1019_G6_3,2048,2048
1019_G8_2,2048,2048
1019_G8_3,2048,2048
1019_H10_1,2048,2048
1019_H10_2,2048,2048
1019_H3_1,2048,2048
1019_H3_2,2048,2048
1019_H6_2,2048,2048
1019_H6_3,2048,2048
101_A1_1,1728,1728
101_A1_2,1728,1728
101_A3_1,1728,1728
101_A3_2,1728,1728
101_A4_1,1728,1728
101_A4_2,1728,1728
101_A6_1,1728,1728
101_A6_2,1728,1728
101_A9_1,1728,1728
101_A9_2,1728,1728
101_B11_1,1728,1728
101_B11_2,1728,1728
101_B1_1,1728,1728
101_B1_2,1728,1728
101_B2_1,1728,1728
101_B2_2,1728,1728
101_B8_1,1728,1728
101_B8_2,1728,1728
101_B9_1,1728,1728
101_B9_2,1728,1728
101_C10_1,1728,1728
101_C10_2,1728,1728
101_C2_1,1728,1728
101_C2_2,1728,1728
101_C5_1,1728,1728
101_C5_2,1728,1728
101_C7_1,1728,1728
101_C7_2,1728,1728
101_C8_1,1728,1728
101_C8_2,1728,1728
101_C9_1,1728,1728
101_C9_2,1728,1728
101_D12_1,1728,1728
101_D12_2,1728,1728
101_D1_1,1728,1728
101_D1_2,1728,1728
101_D6_1,1728,1728
101_D6_2,1728,1728
101_E11_1,1728,1728
101_E11_2,1728,1728
101_E2_1,1728,1728
101_E2_2,1728,1728
101_E3_1,1728,1728
101_E3_2,1728,1728
101_E4_1,1728,1728
101_E4_2,1728,1728
101_E6_1,1728,1728
101_E6_2,1728,1728
101_E7_1,1728,1728
101_E7_2,1728,1728
101_F2_1,1728,1728
101_F2_2,1728,1728
101_F5_1,1728,1728
101_F5_2,1728,1728
101_G10_1,1728,1728
101_G10_2,1728,1728
101_G11_1,1728,1728
101_G11_2,1728,1728
101_G5_1,1728,1728
101_G5_2,1728,1728
101_G7_1,1728,1728
