ID,Label,ext,Nucleoplasm,Nuclear membrane,Nucleoli,Nucleoli fibrillar center,Nuclear speckles,Nuclear bodies,Endoplasmic reticulum,Golgi apparatus,Intermediate filaments,Actin filaments,Microtubules,Mitotic spindle,Centrosome,Plasma membrane,Mitochondria,Aggresome,Cytosol,Vesicles and punctate cytosolic patterns,Negative
0158f3d6-bb9f-11e8-b2b9-ac1f6b6435d0,"[7, 0]",2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
015b7388-bbac-11e8-b2ba-ac1f6b6435d0,[16],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
017badb4-bbc6-11e8-b2bc-ac1f6b6435d0,[11],2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
017e605a-bba7-11e8-b2ba-ac1f6b6435d0,"[16, 11, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
01939a1a-bbc5-11e8-b2bc-ac1f6b6435d0,[5],2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
019687da-bbb0-11e8-b2ba-ac1f6b6435d0,[5],2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01b79bd0-bba3-11e8-b2b9-ac1f6b6435d0,[4],2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01bc5bf4-bbc4-11e8-b2bc-ac1f6b6435d0,[7],2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
01d1ae74-bbb9-11e8-b2ba-ac1f6b6435d0,"[14, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01d1e5fc-bbb3-11e8-b2ba-ac1f6b6435d0,[14],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01d619aa-bbaf-11e8-b2ba-ac1f6b6435d0,"[2, 0, 13]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
01d7fd92-bb9b-11e8-b2b9-ac1f6b6435d0,[7],2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
01e7a2b4-bbba-11e8-b2ba-ac1f6b6435d0,[13],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
01e9c96a-bb9a-11e8-b2b9-ac1f6b6435d0,"[0, 13]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
01ecc930-bbc7-11e8-b2bc-ac1f6b6435d0,[16],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01edbdd4-bbb0-11e8-b2ba-ac1f6b6435d0,"[16, 13]",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
01f58bec-bba4-11e8-b2b9-ac1f6b6435d0,[14],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01f8f48c-bbb1-11e8-b2ba-ac1f6b6435d0,[7],2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
01fbb7f8-bbc0-11e8-b2bb-ac1f6b6435d0,[13],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0204b9f0-bba4-11e8-b2b9-ac1f6b6435d0,[12],2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0207bdcc-bbb7-11e8-b2ba-ac1f6b6435d0,"[6, 0]",2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
02178fc0-bbaf-11e8-b2ba-ac1f6b6435d0,"[7, 0]",2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0219faa8-bba5-11e8-b2ba-ac1f6b6435d0,[13],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
021eacc4-bba0-11e8-b2b9-ac1f6b6435d0,[2],2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02261342-bbb4-11e8-b2ba-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02271820-bbad-11e8-b2ba-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0241af90-bba4-11e8-b2b9-ac1f6b6435d0,[7],2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
024476f6-bbb0-11e8-b2ba-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0246331e-bbc0-11e8-b2bb-ac1f6b6435d0,[4],2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
024bce74-bbc4-11e8-b2bc-ac1f6b6435d0,[9],2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
025b645c-bbbe-11e8-b2ba-ac1f6b6435d0,[16],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0264de16-bbae-11e8-b2ba-ac1f6b6435d0,"[16, 2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0265b670-bba3-11e8-b2b9-ac1f6b6435d0,"[11, 13]",2018,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0266a4f8-bbc7-11e8-b2bc-ac1f6b6435d0,[16],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
026777cc-bb9d-11e8-b2b9-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02744d42-bbbd-11e8-b2ba-ac1f6b6435d0,[13],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0277fafe-bba5-11e8-b2ba-ac1f6b6435d0,[14],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
02789bb2-bbc8-11e8-b2bc-ac1f6b6435d0,"[16, 13]",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
027c5df4-bbb6-11e8-b2ba-ac1f6b6435d0,"[10, 0]",2018,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0288e29e-bb9e-11e8-b2b9-ac1f6b6435d0,"[16, 5]",2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
028ccf80-bba8-11e8-b2ba-ac1f6b6435d0,"[2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028cee5c-bbc1-11e8-b2bb-ac1f6b6435d0,"[14, 5]",2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0294ea40-bbbb-11e8-b2ba-ac1f6b6435d0,[13],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0296a1ae-bbbc-11e8-b2ba-ac1f6b6435d0,"[2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029df10a-bbaf-11e8-b2ba-ac1f6b6435d0,[4],2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02a52ee6-bbac-11e8-b2ba-ac1f6b6435d0,"[16, 4]",2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
02a64fa0-bbad-11e8-b2ba-ac1f6b6435d0,"[13, 8]",2018,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
02aa71e0-bba1-11e8-b2b9-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02dca032-bba3-11e8-b2b9-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02e27b14-bba9-11e8-b2ba-ac1f6b6435d0,[1],2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02ef9b26-bba1-11e8-b2b9-ac1f6b6435d0,"[9, 0]",2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
02f22e98-bbb2-11e8-b2ba-ac1f6b6435d0,"[0, 13]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
02f6fa66-bbb4-11e8-b2ba-ac1f6b6435d0,"[13, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0317d17a-bba8-11e8-b2ba-ac1f6b6435d0,[7],2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
03181d4e-bbb0-11e8-b2ba-ac1f6b6435d0,"[15, 13]",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
031aeea0-bbad-11e8-b2ba-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0325d998-bb9c-11e8-b2b9-ac1f6b6435d0,"[1, 2, 0]",2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03296fa0-bbbe-11e8-b2ba-ac1f6b6435d0,[7],2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0329744e-bbac-11e8-b2ba-ac1f6b6435d0,[13],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
032ae03c-bbc9-11e8-b2bc-ac1f6b6435d0,"[7, 0]",2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
032d1942-bba1-11e8-b2b9-ac1f6b6435d0,[14],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
033c214a-bbb4-11e8-b2ba-ac1f6b6435d0,[6],2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03480032-bba5-11e8-b2ba-ac1f6b6435d0,"[16, 13]",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
034f50ae-bbc7-11e8-b2bc-ac1f6b6435d0,[14],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
03615f36-bbba-11e8-b2ba-ac1f6b6435d0,"[12, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
036bdf66-bbc8-11e8-b2bc-ac1f6b6435d0,[2],2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03763b06-bb9f-11e8-b2b9-ac1f6b6435d0,[7],2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0386c70e-bbc3-11e8-b2bc-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03903282-bbbc-11e8-b2ba-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0392f4c4-bbba-11e8-b2ba-ac1f6b6435d0,[6],2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
039b6e46-bbb1-11e8-b2ba-ac1f6b6435d0,"[16, 2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
039d02b2-bbc8-11e8-b2bc-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
03a36c00-bba6-11e8-b2ba-ac1f6b6435d0,"[3, 0]",2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03aaa7cc-bbab-11e8-b2ba-ac1f6b6435d0,"[5, 0]",2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03b49288-bba0-11e8-b2b9-ac1f6b6435d0,[13],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03d00c42-bbba-11e8-b2ba-ac1f6b6435d0,[4],2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03d77058-bbac-11e8-b2ba-ac1f6b6435d0,[4],2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03dac64e-bbb7-11e8-b2ba-ac1f6b6435d0,[14],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
03f195e6-bb9d-11e8-b2b9-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
03f63d86-bbbf-11e8-b2ba-ac1f6b6435d0,[10],2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03f6a278-bbc7-11e8-b2bc-ac1f6b6435d0,[2],2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03fcc436-bbc8-11e8-b2bc-ac1f6b6435d0,"[16, 10]",2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
03ff022c-bbc4-11e8-b2bc-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03ff65ee-bbc6-11e8-b2bc-ac1f6b6435d0,[2],2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040794ce-bbaa-11e8-b2ba-ac1f6b6435d0,[13],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
04096bea-bb9c-11e8-b2b9-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
040c1496-bbb8-11e8-b2ba-ac1f6b6435d0,[10],2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
040fb954-bba7-11e8-b2ba-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0410407c-bba2-11e8-b2b9-ac1f6b6435d0,[16],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0411e646-bbc2-11e8-b2bb-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041d6c96-bbb8-11e8-b2ba-ac1f6b6435d0,[10],2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
042413ee-bbb2-11e8-b2ba-ac1f6b6435d0,"[7, 13]",2018,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0427ebb2-bbb8-11e8-b2ba-ac1f6b6435d0,"[7, 0]",2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
042b856a-bb9a-11e8-b2b9-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
042cfe0e-bb9a-11e8-b2b9-ac1f6b6435d0,"[9, 0]",2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0435386e-bbbb-11e8-b2ba-ac1f6b6435d0,[10],2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
04382906-bba3-11e8-b2b9-ac1f6b6435d0,"[2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
044b4d9e-bbab-11e8-b2ba-ac1f6b6435d0,"[13, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
044e4cd2-bba2-11e8-b2b9-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0462f3c6-bba7-11e8-b2ba-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0463e512-bbc8-11e8-b2bc-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
04691b58-bba1-11e8-b2b9-ac1f6b6435d0,[14],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
04735e12-bba4-11e8-b2b9-ac1f6b6435d0,"[3, 0]",2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0479a21a-bba2-11e8-b2b9-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
047f68c6-bbbb-11e8-b2ba-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
048ef882-bbb0-11e8-b2ba-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0494ea52-bba2-11e8-b2b9-ac1f6b6435d0,[7],2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
049ccac2-bba4-11e8-b2b9-ac1f6b6435d0,[13],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
04a4cca4-bba4-11e8-b2b9-ac1f6b6435d0,"[16, 17, 14]",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
04b74f22-bbb4-11e8-b2ba-ac1f6b6435d0,[2],2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04c368c4-bba6-11e8-b2ba-ac1f6b6435d0,[7],2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
04ca1f26-bbc3-11e8-b2bc-ac1f6b6435d0,"[7, 0]",2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
04d1c1b8-bba0-11e8-b2b9-ac1f6b6435d0,"[5, 13]",2018,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
04f69cd0-bbc4-11e8-b2bc-ac1f6b6435d0,"[3, 0]",2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04f76528-bbc1-11e8-b2bb-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04fbd60e-bba7-11e8-b2ba-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0506cc50-bbc3-11e8-b2bc-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0508c48a-bbb2-11e8-b2ba-ac1f6b6435d0,"[16, 5]",2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
050dc2ee-bbaa-11e8-b2ba-ac1f6b6435d0,[4],2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050de920-bba2-11e8-b2b9-ac1f6b6435d0,[5],2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0513da6c-bbc8-11e8-b2bc-ac1f6b6435d0,"[16, 2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
051c9598-bbab-11e8-b2ba-ac1f6b6435d0,[16],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0520b376-bbba-11e8-b2ba-ac1f6b6435d0,[0],2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0527ce90-bbc4-11e8-b2bc-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
052ce424-bbb1-11e8-b2ba-ac1f6b6435d0,"[16, 4, 2]",2018,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
052efb66-bbc4-11e8-b2bc-ac1f6b6435d0,[12],2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0530d502-bbc0-11e8-b2bb-ac1f6b6435d0,[16],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
05316fc0-bbb7-11e8-b2ba-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
05385e4c-bba4-11e8-b2b9-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
053b2418-bbab-11e8-b2ba-ac1f6b6435d0,"[14, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0544e16a-bba1-11e8-b2b9-ac1f6b6435d0,[16],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
054feace-bbc9-11e8-b2bc-ac1f6b6435d0,[12],2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0555dcba-bb9f-11e8-b2b9-ac1f6b6435d0,"[2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0560baf4-bba9-11e8-b2ba-ac1f6b6435d0,[10],2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0565553c-bb9f-11e8-b2b9-ac1f6b6435d0,"[2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
056b2df6-bbbb-11e8-b2ba-ac1f6b6435d0,"[14, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
056fe7a6-bb9d-11e8-b2b9-ac1f6b6435d0,[16],2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
05728bd4-bbc8-11e8-b2bc-ac1f6b6435d0,"[2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057b91b8-bbb2-11e8-b2ba-ac1f6b6435d0,"[16, 2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
059108da-bbc7-11e8-b2bc-ac1f6b6435d0,"[2, 0]",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0591f00e-bba6-11e8-b2ba-ac1f6b6435d0,[7],2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0597ac6e-bbca-11e8-b2bc-ac1f6b6435d0,"[16, 0]",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
